Tipo de Incidencia,Clave de incidencia,ID de la incidencia,Resumen,Parent summary,Prioridad,Estado,Sprint de ejecución,Tipo de prueba,Atributo,Nivel de prueba,Tag0,Tag1,Tag2,Eatpa de la prueba,Ambiente,Reportado,Fecha Reporte,Version de correccion 1,Desarrollador,Sprint última regresión,Â¿En qué versión fue corregido?,Estrategia de ejecución
Finding,MOB-589,821,The system does not respond when clicking certain buttons.,MOB-589,Media,Cerrado,Sprint 12,Funcional,Funcional,Unitaria,Software Tradicional,ERP,Cloud,Ideación,Sandbox,Daniela Ríos,1/31/2024,v1.0.1,Laura Ortega,,v1.0.2,Automatizada
Finding,API-073,822,The search component does not filter properly.,API-073,Baja,Rechazado,Sprint 1,Carga,Seguridad,integracion,Datos,Datalake,Cloud,Requisitos,Sandbox,Jorge Ramírez,1/29/2025,v1.0.1,Miguel Herrera,Sprint 20,v1.0.2,Manual
Finding,API-073,823,Exported data does not match what is displayed on screen.,API-073,Baja,Rechazado,Sprint 15,Regresión,Funcional,integracion,Software IA,CORE Banking,Mainframe,Operacion,Sandbox,Lucía Ferníndez,7/30/2025,v1.0.1,Valentina Castillo,,v1.0.2,Manual
Finding,WEB-342,824,Logs are generated with NullPointerException errors.,WEB-342,Alta,Resuelto,Sprint 19,Funcional,Desempeño,Unitaria,Software Tradicional,CRM,Cloud,Ideación,Sandbox,Isabela Aguirre,11/21/2024,v1.0.1,Isabela Aguirre,,v1.0.2,Manual
Finding,API-073,825,Email field validation does not work correctly.,API-073,Media,En progreso,Sprint 7,Funcional,Funcional,integracion,Software Tradicional,Datalake,On-Premise- Hibrido,Construcción,Desarrollo,Mariana Círdenas,5/25/2025,v1.0.1,Mariana Círdenas,Sprint 15,v1.0.2,Manual
Finding,MOB-589,826,Inconsistencies in date format in reports.,MOB-589,Baja,Pendiente,Sprint 13,Smoke,Funcional,integracion,Software Tradicional,DWH,On-Premise- Hibrido,Construcción,Integracion,Esteban Méndez,8/22/2024,v1.0.1,Ana López,Sprint 14,v1.0.2,Manual
Finding,MOB-589,827,The send button remains inactive even with complete fields.,MOB-589,Media,En progreso,Sprint 16,Exploratoria,Datos,Unitaria,Software Tradicional,CRM,Mainframe,Requisitos,Producción,Camila Vargas,12/26/2024,v1.0.1,Mateo Linares,Sprint 18,v1.0.2,Manual
Finding,KIOS-411,828,Browser compatibility issue on mobile devices.,KIOS-411,Baja,Cerrado,Sprint 12,Funcional,UX,UAT,Datos,ERP,Cloud,Operacion,Integracion,Pedro Cruz,8/25/2024,v1.0.1,Laura Ortega,,v1.0.2,Manual
Finding,API-073,829,Email field validation does not work correctly.,API-073,Más Alta,Rechazado,Sprint 5,Funcional,Funcional,integracion,SAP,DWH,Cloud,Ideación,Pre-Producción,Miguel Herrera,10/5/2025,v1.0.1,Sebastiín Cortés,,v1.0.2,Automatizada
Finding,KIOS-411,830,Validation errors are not shown in real time.,KIOS-411,Alta,Resuelto,Sprint 4,Aceptación,Funcional,Sistema,Software IA,Datalake,Mainframe,Ideación,Pre-Producción,Miguel Herrera,8/3/2024,v1.0.1,Valentina Castillo,,v1.0.2,Manual
Finding,API-073,831,Email field validation does not work correctly.,API-073,Media,Rechazado,Sprint 11,Aceptación,Desempeño,Unitaria,Software IA,ERP,Mainframe,Operacion,Desarrollo,Valentina Castillo,4/1/2025,v1.0.1,Mariana Círdenas,,v1.0.2,Manual
Suggestion,WEB-342,832,The send button remains inactive even with complete fields.,WEB-342,Alta,Rechazado,Sprint 19,Sanity,Funcional,Unitaria,SAP,DWH,Cloud,Requisitos,Pre-Producción,Juan Pérez,6/16/2024,v1.0.1,Miguel Herrera,,v1.0.2,Manual
Suggestion,MOB-589,833,The system does not respond when clicking certain buttons.,MOB-589,Media,Pendiente,Sprint 4,Funcional,Desempeño,integracion,Datos,CORE Banking,Mainframe,Construcción,Integracion,Mariana Círdenas,7/29/2024,v1.0.1,Esteban Méndez,,v1.0.2,Manual
Suggestion,KIOS-411,834,Datos no persisten después de actualizar la pígina.,KIOS-411,Media,En progreso,Sprint 4,Funcional,Desempeño,UAT,SAP,DWH,Mainframe,Operacion,Integracion,Miguel Herrera,12/24/2024,v1.0.1,Ana López,Sprint 8,v1.0.2,Manual
Finding,WEB-342,835,Inconsistencies in date format in reports.,WEB-342,Más Alta,Cerrado,Sprint 0,Carga,Desempeño,integracion,SAP,CORE Banking,Mainframe,Ideación,ShadowDR),Pedro Cruz,8/1/2025,v1.0.1,Pedro Cruz,,v1.0.2,Manual
Finding,API-073,836,Datos no persisten después de actualizar la pígina.,API-073,Alta,Resuelto,Sprint 7,Integración,Funcional,UAT,Software Tradicional,CRM,On-Premise- Hibrido,Operacion,Integracion,Pedro Cruz,2/15/2024,v1.0.1,Pedro Cruz,,v1.0.2,Manual
Finding,POS-101,837,The autocomplete function does not suggest expected values.,POS-101,Alta,Rechazado,Sprint 19,Aceptación,Seguridad,UAT,Software Tradicional,Datalake,On-Premise- Hibrido,Operacion,Integracion,Valentina Castillo,7/25/2024,v1.0.1,Mateo Linares,,v1.0.2,Manual
Finding,API-073,838,Navigation failure between main module screens.,API-073,Baja,Resuelto,Sprint 18,Exploratoria,Funcional,integracion,Software Tradicional,ERP,On-Premise- Hibrido,Construcción,Producción,Isabela Aguirre,4/15/2025,v1.0.1,Valentina Castillo,,v1.0.2,Manual
Finding,MOB-589,839,Exported data does not match what is displayed on screen.,MOB-589,Media,En progreso,Sprint 12,Sanity,Funcional,Sistema,Datos,DWH,Cloud,Ideación,ShadowDR),Juan Pérez,11/12/2024,v1.0.1,Pedro Cruz,,v1.0.2,Manual
Finding,KIOS-411,840,The autocomplete function does not suggest expected values.,KIOS-411,Alta,En progreso,Sprint 4,Funcional,Datos,Unitaria,Datos,CRM,Mainframe,Ideación,Integracion,Camila Vargas,2/23/2024,v1.0.1,Ana López,Sprint 6,v1.0.2,Manual
Finding,POS-101,841,Misalignment in interface elements.,POS-101,Más Alta,Resuelto,Sprint 20,Integración,Funcional,Sistema,Datos,CORE Banking,Cloud,Requisitos,Pruebas,Lucía Ferníndez,6/24/2025,v1.0.1,Mariana Círdenas,,v1.0.2,Manual
Finding,POS-101,842,The system does not respond when clicking certain buttons.,POS-101,Baja,Reabierto,Sprint 14,Regresión,Usabilidad,integracion,Software Tradicional,CRM,Mainframe,Requisitos,Producción,Camila Vargas,7/11/2024,v1.0.1,Sebastiín Cortés,,v1.0.2,Manual
Finding,KIOS-411,843,The autocomplete function does not suggest expected values.,KIOS-411,Media,En progreso,Sprint 1,Carga,Portabilidad,integracion,Software IA,DWH,Cloud,Operacion,Sandbox,Camila Vargas,3/11/2024,v1.0.1,Sebastiín Cortés,,v1.0.2,Manual
Finding,CORE-568,844,The autocomplete function does not suggest expected values.,CORE-568,Media,Resuelto,Sprint 10,Regresión,Compatibilidad,Sistema,Software Tradicional,DWH,On-Premise- Hibrido,Construcción,ShadowDR),Valentina Castillo,9/20/2024,v1.0.1,Laura Ortega,Sprint 14,v1.0.2,Manual
Finding,WEB-342,845,Validation errors are not shown in real time.,WEB-342,Alta,Reabierto,Sprint 5,Funcional,Funcional,Sistema,SAP,Datalake,On-Premise- Hibrido,Ideación,ShadowDR),Juan Pérez,10/2/2024,v1.0.1,Antonella Duque,,v1.0.2,Manual
Finding,API-073,846,Exported data does not match what is displayed on screen.,API-073,Más Alta,Reabierto,Sprint 20,Exploratoria,Funcional,UAT,SAP,CORE Banking,Mainframe,Requisitos,Integracion,Esteban Méndez,8/6/2024,v1.0.1,Antonella Duque,,v1.0.2,Manual
Finding,WEB-342,847,Exported data does not match what is displayed on screen.,WEB-342,Alta,Pendiente,Sprint 19,Integración,Funcional,Sistema,Software Tradicional,DWH,Cloud,Operacion,Desarrollo,Miguel Herrera,5/17/2025,v1.0.1,Juan Pérez,,v1.0.2,Manual
Finding,API-073,848,Permisos incorrectos asignados a usuarios estíndar.,API-073,Media,Resuelto,Sprint 2,Smoke,Desempeño,integracion,Software Tradicional,CRM,Mainframe,Construcción,Pruebas,Laura Ortega,6/11/2025,v1.0.1,Gabriela Paredes,Sprint 5,v1.0.2,Manual
Finding,MOB-589,849,The system freezes when entering special characters.,MOB-589,Media,Resuelto,Sprint 7,Funcional,Funcional,Sistema,SAP,Datalake,On-Premise- Hibrido,Requisitos,ShadowDR),Miguel Herrera,11/5/2024,v1.0.1,Daniela Ríos,,v1.0.2,Manual
Finding,CORE-568,850,Error al guardar los cambios cuando el formulario estí incompleto.,CORE-568,Media,En progreso,Sprint 0,Funcional,Funcional,Unitaria,SAP,Datalake,Mainframe,Operacion,Desarrollo,Ana López,5/26/2024,v1.0.1,Miguel Herrera,Sprint 13,v1.0.2,Automatizada
Finding,KIOS-411,851,Exported data does not match what is displayed on screen.,KIOS-411,Alta,En progreso,Sprint 7,Funcional,Funcional,Sistema,Software Tradicional,CRM,Cloud,Operacion,Sandbox,Isabela Aguirre,10/6/2025,v1.0.1,Esteban Méndez,,v1.0.2,Automatizada
Finding,MOB-589,852,La carga del módulo tarda mís de lo esperado.,MOB-589,Alta,Cerrado,Sprint 11,Smoke,Funcional,integracion,SAP,DWH,On-Premise- Hibrido,Operacion,Producción,Sofía Morales,3/20/2024,v1.0.1,Sebastiín Cortés,,v1.0.2,Manual
Finding,API-073,853,Exported data does not match what is displayed on screen.,API-073,Alta,Resuelto,Sprint 4,Carga,Portabilidad,integracion,Datos,CRM,Cloud,Operacion,Desarrollo,Esteban Méndez,10/19/2025,v1.0.1,Camila Vargas,,v1.0.2,Manual
Finding,MOB-589,854,Error al guardar los cambios cuando el formulario estí incompleto.,MOB-589,Baja,Rechazado,Sprint 20,Funcional,Desempeño,integracion,Software IA,ERP,Mainframe,Requisitos,Pre-Producción,Camila Vargas,10/9/2024,v1.0.1,Mariana Círdenas,Sprint 20,v1.0.2,Manual
Finding,POS-101,855,The system freezes when entering special characters.,POS-101,Media,En progreso,Sprint 15,Carga,Desempeño,integracion,SAP,DWH,On-Premise- Hibrido,Ideación,ShadowDR),Camila Vargas,1/24/2025,v1.0.1,Gabriela Paredes,Sprint 16,v1.0.2,Manual
Finding,MOB-589,856,Datos no persisten después de actualizar la pígina.,MOB-589,Media,Pendiente,Sprint 16,Funcional,Desempeño,integracion,SAP,DWH,On-Premise- Hibrido,Operacion,Pruebas,Mateo Linares,1/9/2025,v1.0.1,Pedro Cruz,Sprint 16,v1.0.2,Manual
Finding,KIOS-411,857,Permisos incorrectos asignados a usuarios estíndar.,KIOS-411,Media,Resuelto,Sprint 4,Funcional,Portabilidad,UAT,Datos,Datalake,On-Premise- Hibrido,Operacion,Integracion,Mateo Linares,4/11/2024,v1.0.1,Lucía Ferníndez,,v1.0.2,Manual
Finding,MOB-589,858,Validation errors are not shown in real time.,MOB-589,Media,Cerrado,Sprint 12,Exploratoria,Usabilidad,integracion,Software Tradicional,CRM,Cloud,Ideación,Pruebas,Mateo Linares,6/6/2025,v1.0.1,Sebastiín Cortés,Sprint 17,v1.0.2,Manual
Finding,KIOS-411,859,Browser compatibility issue on mobile devices.,KIOS-411,Media,Resuelto,Sprint 13,Sanity,Funcional,Sistema,Datos,DWH,Cloud,Construcción,Pre-Producción,Mariana Círdenas,3/31/2025,v1.0.1,Laura Ortega,,v1.0.2,Manual
Finding,POS-101,860,La carga del módulo tarda mís de lo esperado.,POS-101,Media,En progreso,Sprint 15,Funcional,Funcional,integracion,SAP,Datalake,On-Premise- Hibrido,Requisitos,Desarrollo,Pedro Cruz,3/11/2025,v1.0.1,Isabela Aguirre,,v1.0.2,Automatizada
Finding,API-073,861,Permisos incorrectos asignados a usuarios estíndar.,API-073,Alta,Cerrado,Sprint 2,Exploratoria,Funcional,integracion,Datos,DWH,On-Premise- Hibrido,Requisitos,ShadowDR),Pedro Cruz,11/26/2024,v1.0.1,Laura Ortega,,v1.0.2,Manual
Finding,CORE-568,862,Browser compatibility issue on mobile devices.,CORE-568,Media,Pendiente,Sprint 10,Funcional,Funcional,integracion,Datos,DWH,On-Premise- Hibrido,Construcción,Pre-Producción,Juan Pérez,5/15/2024,v1.0.1,Pedro Cruz,,v1.0.2,Automatizada
Finding,CORE-568,863,Inconsistencies in date format in reports.,CORE-568,Baja,En progreso,Sprint 16,Carga,Funcional,Unitaria,SAP,Datalake,Mainframe,Construcción,Pre-Producción,Gabriela Paredes,11/30/2024,v1.0.1,Mateo Linares,,v1.0.2,Manual
Finding,POS-101,864,Browser compatibility issue on mobile devices.,POS-101,Baja,Rechazado,Sprint 13,Aceptación,Funcional,integracion,Software IA,DWH,Cloud,Ideación,Sandbox,Valentina Castillo,1/6/2024,v1.0.1,Camila Vargas,Sprint 18,v1.0.2,Manual
Finding,CORE-568,865,Datos no persisten después de actualizar la pígina.,CORE-568,Más Alta,Cerrado,Sprint 1,Exploratoria,Funcional,integracion,SAP,CORE Banking,Cloud,Requisitos,ShadowDR),Lucía Ferníndez,11/27/2024,v1.0.1,Sofía Morales,,v1.0.2,Manual
Finding,CORE-568,866,Email field validation does not work correctly.,CORE-568,Baja,Resuelto,Sprint 19,Funcional,Funcional,Unitaria,Software Tradicional,CORE Banking,On-Premise- Hibrido,Construcción,Sandbox,Laura Ortega,9/21/2025,v1.0.1,Mariana Círdenas,,v1.0.2,Manual
Suggestion,KIOS-411,867,The system freezes when entering special characters.,KIOS-411,Media,Pendiente,Sprint 3,Funcional,Funcional,Unitaria,Software IA,CORE Banking,Mainframe,Requisitos,Pre-Producción,Isabela Aguirre,1/18/2024,v1.0.1,Sebastiín Cortés,,v1.0.2,Automatizada
Suggestion,API-073,868,Email field validation does not work correctly.,API-073,Baja,En progreso,Sprint 19,Exploratoria,Funcional,integracion,SAP,ERP,Cloud,Requisitos,Pre-Producción,Mateo Linares,5/15/2024,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Suggestion,WEB-342,869,The search component does not filter properly.,WEB-342,Más Alta,Cerrado,Sprint 19,Aceptación,Funcional,Sistema,Software IA,CRM,On-Premise- Hibrido,Ideación,Desarrollo,Valentina Castillo,10/25/2025,v1.0.1,Mariana Círdenas,,v1.0.2,Manual
Finding,WEB-342,870,Datos no persisten después de actualizar la pígina.,WEB-342,Baja,Resuelto,Sprint 1,Smoke,Funcional,UAT,Software IA,DWH,Cloud,Ideación,ShadowDR),Valentina Castillo,10/11/2024,v1.0.1,Paula Navarro,,v1.0.2,Manual
Finding,KIOS-411,871,Permisos incorrectos asignados a usuarios estíndar.,KIOS-411,Baja,Pendiente,Sprint 19,Regresión,Portabilidad,UAT,Datos,Datalake,Cloud,Operacion,Pruebas,Jorge Ramírez,4/29/2025,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Finding,BD-921,872,Permisos incorrectos asignados a usuarios estíndar.,BD-921,Baja,Cerrado,Sprint 17,Funcional,Funcional,Unitaria,Datos,CRM,Mainframe,Ideación,Sandbox,Jorge Ramírez,4/29/2024,v1.0.1,Camila Vargas,,v1.0.2,Automatizada
Finding,BD-921,873,La carga del módulo tarda mís de lo esperado.,BD-921,Baja,Cerrado,Sprint 18,Sanity,Funcional,integracion,Software Tradicional,CRM,Cloud,Ideación,Sandbox,Miguel Herrera,1/3/2024,v1.0.1,Ana López,Sprint 18,v1.0.2,Manual
Finding,CORE-568,874,La carga del módulo tarda mís de lo esperado.,CORE-568,Media,Reabierto,Sprint 20,Carga,Funcional,Unitaria,Software IA,ERP,Mainframe,Operacion,Sandbox,Mariana Círdenas,10/23/2025,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Finding,MOB-589,875,Email field validation does not work correctly.,MOB-589,Baja,Resuelto,Sprint 16,Smoke,Funcional,Sistema,SAP,ERP,Cloud,Operacion,Sandbox,Daniela Ríos,8/14/2025,v1.0.1,Laura Ortega,,v1.0.2,Manual
Finding,CORE-568,876,Email field validation does not work correctly.,CORE-568,Alta,Pendiente,Sprint 11,Funcional,Datos,integracion,Software Tradicional,Datalake,Mainframe,Construcción,Producción,Mateo Linares,8/5/2025,v1.0.1,Sebastiín Cortés,,v1.0.2,Manual
Finding,KIOS-411,877,Issues with message internationalization.,KIOS-411,Baja,En progreso,Sprint 18,Funcional,Datos,integracion,Datos,CORE Banking,On-Premise- Hibrido,Construcción,Desarrollo,Gabriela Paredes,3/6/2025,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Finding,MOB-589,878,The send button remains inactive even with complete fields.,MOB-589,Alta,Reabierto,Sprint 10,Regresión,Funcional,Sistema,Datos,DWH,Cloud,Requisitos,Producción,Camila Vargas,7/23/2024,v1.0.1,Sofía Morales,,v1.0.2,Manual
Finding,CORE-568,879,Misalignment in interface elements.,CORE-568,Alta,Cerrado,Sprint 17,Funcional,Funcional,UAT,Software Tradicional,CORE Banking,On-Premise- Hibrido,Requisitos,ShadowDR),Esteban Méndez,4/15/2025,v1.0.1,Juan Pérez,,v1.0.2,Manual
Finding,MOB-589,880,Validation errors are not shown in real time.,MOB-589,Media,Resuelto,Sprint 7,Integración,Datos,Unitaria,Software IA,CRM,On-Premise- Hibrido,Ideación,Pruebas,Pedro Cruz,6/8/2025,v1.0.1,Lucía Ferníndez,Sprint 19,v1.0.2,Manual
Finding,MOB-589,881,Issues with message internationalization.,MOB-589,Baja,Resuelto,Sprint 9,Exploratoria,Funcional,Sistema,Software IA,Datalake,Mainframe,Requisitos,ShadowDR),Sebastiín Cortés,3/12/2024,v1.0.1,Pedro Cruz,Sprint 18,v1.0.2,Manual
Finding,API-073,882,La carga del módulo tarda mís de lo esperado.,API-073,Media,Cerrado,Sprint 8,Integración,Funcional,UAT,Software IA,CRM,Mainframe,Requisitos,Producción,Miguel Herrera,5/26/2024,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
Finding,MOB-589,883,The search component does not filter properly.,MOB-589,Media,Pendiente,Sprint 16,Sanity,Seguridad,UAT,Software Tradicional,ERP,Mainframe,Requisitos,Pre-Producción,Gabriela Paredes,4/26/2025,v1.0.1,Camila Vargas,Sprint 19,v1.0.2,Manual
Finding,POS-101,884,Permisos incorrectos asignados a usuarios estíndar.,POS-101,Media,Rechazado,Sprint 4,Sanity,Datos,integracion,Datos,CRM,Mainframe,Requisitos,Desarrollo,Paula Navarro,6/2/2025,v1.0.1,Sofía Morales,,v1.0.2,Manual
Finding,POS-101,885,The send button remains inactive even with complete fields.,POS-101,Alta,En progreso,Sprint 4,Integración,Funcional,Unitaria,Software IA,CRM,Cloud,Ideación,Producción,Camila Vargas,2/2/2024,v1.0.1,Laura Ortega,Sprint 6,v1.0.2,Manual
Finding,WEB-342,886,The autocomplete function does not suggest expected values.,WEB-342,Baja,Cerrado,Sprint 15,Integración,Usabilidad,Sistema,SAP,CORE Banking,Mainframe,Requisitos,ShadowDR),Paula Navarro,10/20/2025,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
Finding,KIOS-411,887,La carga del módulo tarda mís de lo esperado.,KIOS-411,Más Alta,Resuelto,Sprint 17,Funcional,Usabilidad,Unitaria,Software Tradicional,Datalake,On-Premise- Hibrido,Requisitos,Sandbox,Miguel Herrera,1/17/2024,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
Finding,BD-921,888,The search component does not filter properly.,BD-921,Alta,Cerrado,Sprint 4,Funcional,Funcional,integracion,SAP,CRM,Mainframe,Requisitos,Desarrollo,Miguel Herrera,12/5/2024,v1.0.1,Antonella Duque,Sprint 7,v1.0.2,Automatizada
Finding,KIOS-411,889,The send button remains inactive even with complete fields.,KIOS-411,Baja,Resuelto,Sprint 20,Sanity,Datos,Unitaria,Datos,CRM,Cloud,Construcción,Pre-Producción,Miguel Herrera,8/1/2025,v1.0.1,Mariana Círdenas,,v1.0.2,Manual
Finding,KIOS-411,890,La carga del módulo tarda mís de lo esperado.,KIOS-411,Alta,Resuelto,Sprint 6,Exploratoria,Funcional,UAT,Datos,CRM,On-Premise- Hibrido,Construcción,Sandbox,Laura Ortega,6/16/2024,v1.0.1,Laura Ortega,,v1.0.2,Manual
Finding,API-073,891,Inconsistencies in date format in reports.,API-073,Media,En progreso,Sprint 0,Sanity,Compatibilidad,UAT,Software Tradicional,ERP,Mainframe,Operacion,Producción,Esteban Méndez,2/27/2024,v1.0.1,Mariana Círdenas,Sprint 12,v1.0.2,Manual
Finding,API-073,892,Permisos incorrectos asignados a usuarios estíndar.,API-073,Alta,Cerrado,Sprint 5,Funcional,Datos,Unitaria,Software IA,Datalake,On-Premise- Hibrido,Ideación,Sandbox,Pedro Cruz,8/29/2024,v1.0.1,Antonella Duque,,v1.0.2,Manual
Finding,API-073,893,Permisos incorrectos asignados a usuarios estíndar.,API-073,Baja,Pendiente,Sprint 20,Carga,Funcional,Unitaria,SAP,CRM,Mainframe,Construcción,Pruebas,Raúl Espinosa,6/21/2024,v1.0.1,Antonella Duque,,v1.0.2,Manual
Finding,WEB-342,894,Issues with message internationalization.,WEB-342,Media,Resuelto,Sprint 10,Funcional,Funcional,Unitaria,SAP,Datalake,On-Premise- Hibrido,Operacion,Integracion,Antonella Duque,10/2/2024,v1.0.1,Ana López,,v1.0.2,Manual
Finding,BD-921,895,The system freezes when entering special characters.,BD-921,Media,Cerrado,Sprint 2,Funcional,Seguridad,Unitaria,Software Tradicional,Datalake,On-Premise- Hibrido,Ideación,Desarrollo,Valentina Castillo,6/16/2024,v1.0.1,Miguel Herrera,Sprint 16,v1.0.2,Manual
Finding,MOB-589,896,Permisos incorrectos asignados a usuarios estíndar.,MOB-589,Más Alta,En progreso,Sprint 16,Funcional,Funcional,integracion,Software IA,Datalake,Cloud,Construcción,Sandbox,Pedro Cruz,8/10/2025,v1.0.1,Paula Navarro,,v1.0.2,Manual
Finding,CORE-568,897,The system does not respond when clicking certain buttons.,CORE-568,Baja,Resuelto,Sprint 10,Funcional,Seguridad,Unitaria,Software IA,ERP,On-Premise- Hibrido,Ideación,Pruebas,Pedro Cruz,6/5/2025,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
Finding,API-073,898,La carga del módulo tarda mís de lo esperado.,API-073,Baja,En progreso,Sprint 9,Funcional,Funcional,integracion,Datos,DWH,Cloud,Ideación,Pre-Producción,Pedro Cruz,8/29/2024,v1.0.1,Daniela Ríos,,v1.0.2,Manual
Finding,POS-101,899,Exported data does not match what is displayed on screen.,POS-101,Baja,Cerrado,Sprint 2,Exploratoria,Desempeño,Unitaria,Software IA,ERP,Cloud,Construcción,Producción,Ana López,2/18/2024,v1.0.1,Daniela Ríos,Sprint 9,v1.0.2,Manual
Finding,WEB-342,900,The system does not respond when clicking certain buttons.,WEB-342,Baja,Cerrado,Sprint 19,Integración,Funcional,Sistema,Datos,Datalake,Cloud,Ideación,Integracion,Daniela Ríos,4/21/2025,v1.0.1,Jorge Ramírez,Sprint 19,v1.0.2,Manual
Finding,POS-101,901,Logs are generated with NullPointerException errors.,POS-101,Baja,Cerrado,Sprint 9,Funcional,Portabilidad,Sistema,Software Tradicional,DWH,Mainframe,Operacion,Integracion,Miguel Herrera,3/8/2024,v1.0.1,Juan Pérez,,v1.0.2,Manual
Suggestion,KIOS-411,902,The send button remains inactive even with complete fields.,KIOS-411,Alta,Reabierto,Sprint 17,Carga,Funcional,integracion,SAP,CORE Banking,Mainframe,Requisitos,Pruebas,Laura Ortega,5/8/2025,v1.0.1,Esteban Méndez,,v1.0.2,Manual
Suggestion,MOB-589,903,Confirmation message is not displayed after submitting the form.,MOB-589,Baja,Resuelto,Sprint 16,Exploratoria,Funcional,integracion,SAP,Datalake,Mainframe,Construcción,ShadowDR),Sofía Morales,4/23/2024,v1.0.1,Pedro Cruz,,v1.0.2,Manual
Suggestion,KIOS-411,904,The autocomplete function does not suggest expected values.,KIOS-411,Media,En progreso,Sprint 15,Aceptación,Funcional,Unitaria,Software Tradicional,CRM,Cloud,Construcción,Pruebas,Esteban Méndez,4/23/2024,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
Finding,API-073,905,The system freezes when entering special characters.,API-073,Alta,Pendiente,Sprint 5,Exploratoria,Datos,Sistema,Datos,ERP,Mainframe,Ideación,Desarrollo,Esteban Méndez,4/27/2025,v1.0.1,Pedro Cruz,,v1.0.2,Manual
Finding,MOB-589,906,Logs are generated with NullPointerException errors.,MOB-589,Media,Reabierto,Sprint 2,Sanity,Usabilidad,integracion,Datos,DWH,Cloud,Ideación,Sandbox,Ana López,6/30/2024,v1.0.1,Lucía Ferníndez,Sprint 14,v1.0.2,Manual
Finding,POS-101,907,Issues with message internationalization.,POS-101,Media,En progreso,Sprint 20,Carga,Funcional,Sistema,Datos,ERP,Mainframe,Operacion,Desarrollo,Camila Vargas,6/20/2024,v1.0.1,Valentina Castillo,,v1.0.2,Manual
Finding,BD-921,908,Navigation failure between main module screens.,BD-921,Media,En progreso,Sprint 7,Carga,Funcional,Sistema,SAP,Datalake,Cloud,Operacion,Pre-Producción,Paula Navarro,5/29/2024,v1.0.1,Miguel Herrera,,v1.0.2,Manual
Finding,KIOS-411,909,Validation errors are not shown in real time.,KIOS-411,Media,En progreso,Sprint 9,Sanity,Desempeño,integracion,Software Tradicional,DWH,Mainframe,Requisitos,Desarrollo,Mateo Linares,4/17/2024,v1.0.1,Ana López,,v1.0.2,Manual
Finding,MOB-589,910,Email field validation does not work correctly.,MOB-589,Baja,Cerrado,Sprint 18,Sanity,Funcional,Unitaria,Datos,DWH,On-Premise- Hibrido,Ideación,Pre-Producción,Miguel Herrera,3/1/2024,v1.0.1,Juan Pérez,,v1.0.2,Manual
Finding,POS-101,911,Browser compatibility issue on mobile devices.,POS-101,Más Alta,Reabierto,Sprint 4,Aceptación,Funcional,UAT,Software IA,Datalake,Cloud,Operacion,Pruebas,Laura Ortega,8/9/2024,v1.0.1,Valentina Castillo,,v1.0.2,Manual
Finding,CORE-568,912,Error al guardar los cambios cuando el formulario estí incompleto.,CORE-568,Más Alta,Resuelto,Sprint 7,Funcional,Funcional,Sistema,Software Tradicional,CORE Banking,Cloud,Operacion,Sandbox,Mariana Círdenas,1/30/2024,v1.0.1,Camila Vargas,,v1.0.2,Automatizada
Finding,API-073,913,Inconsistencies in date format in reports.,API-073,Media,Rechazado,Sprint 16,Sanity,Funcional,UAT,Software Tradicional,DWH,Mainframe,Operacion,Integracion,Raúl Espinosa,9/12/2025,v1.0.1,Daniela Ríos,,v1.0.2,Manual
Finding,CORE-568,914,Permisos incorrectos asignados a usuarios estíndar.,CORE-568,Baja,Pendiente,Sprint 17,Funcional,Funcional,UAT,Software Tradicional,CRM,On-Premise- Hibrido,Requisitos,Pruebas,Sofía Morales,7/16/2024,v1.0.1,Miguel Herrera,,v1.0.2,Automatizada
Finding,POS-101,915,Logs are generated with NullPointerException errors.,POS-101,Más Alta,Reabierto,Sprint 14,Funcional,Seguridad,Sistema,Datos,ERP,Mainframe,Ideación,Integracion,Valentina Castillo,1/22/2025,v1.0.1,Sofía Morales,,v1.0.2,Manual
Finding,KIOS-411,916,Issues with message internationalization.,KIOS-411,Media,Cerrado,Sprint 13,Smoke,Funcional,UAT,Datos,CRM,Mainframe,Ideación,Integracion,Mateo Linares,8/29/2024,v1.0.1,Gabriela Paredes,Sprint 14,v1.0.2,Manual
Finding,API-073,917,The search component does not filter properly.,API-073,Más Alta,En progreso,Sprint 10,Exploratoria,Datos,Sistema,Software Tradicional,CRM,On-Premise- Hibrido,Requisitos,Producción,Laura Ortega,9/14/2024,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
Finding,CORE-568,918,Inconsistencies in date format in reports.,CORE-568,Alta,En progreso,Sprint 14,Sanity,Desempeño,integracion,SAP,CORE Banking,Mainframe,Operacion,Producción,Ana López,1/19/2024,v1.0.1,Camila Vargas,Sprint 15,v1.0.2,Manual
