Tipo de Incidencia,Clave de incidencia,ID de la incidencia,Resumen,Parent summary,Prioridad,Estado,Sprint de ejecución,Tipo de prueba,Atributo,Nivel de prueba,Tag0,Tag1,Tag2,Etapa de la prueba,Ambiente,Reportado,Fecha Reporte,Versión de corrección 1,Desarrollador,Sprint última regresión,En qué versión fue corregido?,Estrategia de ejecución
Story,TECH-281,328203,"Missing Secure Flag from Cookie; TCP/ 80, 443 Severity: Informational - TMS - Pg 30 PROD",,Trivial,Done,Sprint 149: 5/1-5/14/25,,,,Missing Secure Flag from Cookie; TCP,443 Severity,Informational,,,Annie Wendel,3/19/2025 17:47,v1.0,Vijay Damania,,v1.0,Manual
Story,TECH-282,328202,"Missing Secure Flag from Cookie; TCP/ 80, 443 Severity: Informational - MC TDS - Pg 30 PROD",,Trivial,Done,Sprint 147: 4/3-4/16/25,,,,Missing Secure Flag from Cookie; TCP,443 Severity,Informational,,,Annie Wendel,3/19/2025 17:47,v1.0,Jongman Paek,Sprint 148: 4/17-4/30/25,v1.0,Manual
Story,TECH-283,328201,"Missing HttpOnly Flag from Cookie; TCP/ 80, 443 TMS - Pg 28 PROD",,Trivial,Done,Sprint 149: 5/1-5/14/25,,,,Missing HttpOnly Flag from Cookie; TCP,443 TMS,Pg 28 PROD,,,Annie Wendel,3/19/2025 17:47,v1.0,Vijay Damania,,v1.0,Manual
Story,TECH-284,328200,"Missing HttpOnly Flag from Cookie; TCP/ 80, 443 MC TDS - Pg 28 PROD",,Trivial,Done,Sprint 147: 4/3-4/16/25,,,,Missing HttpOnly Flag from Cookie; TCP,443 MC TDS,Pg 28 PROD,,,Annie Wendel,3/19/2025 17:47,v1.0,Jongman Paek,Sprint 148: 4/17-4/30/25,v1.0,Manual
Story,TECH-285,328197,Issue: TLS/SSL Server Supports The Use of Static Key Ciphers; TCP/ 443 - TDS+Rater/Admin - Pg 23 PROD,,Trivial,Done,Sprint 147: 4/3-4/16/25,,,,Issue,TLS,443,,,Annie Wendel,3/19/2025 17:47,v1.0,Juan Pablo Olivera,Sprint 148: 4/17-4/30/25,v1.0,Manual
Story,TECH-286,328196,Issue: TLS Server Supports TLS version 1.1; TCP/ 443 - Rater/Admin - Pg 22 PROD,,Trivial,Done,Sprint 147: 4/3-4/16/25,,,,Issue,443,Rater,,,Annie Wendel,3/19/2025 17:47,version 1.1,Juan Pablo Olivera,Sprint 148: 4/17-4/30/25,version 1.1,Manual
Story,TECH-287,328194,Issue: TLS/SSL Weak Message Authentication Code Cipher Suites: TCP/ 443 - Rater/Admin - Pg 19 PROD,,Trivial,Done,Sprint 147: 4/3-4/16/25,,,,Issue,TLS,TCP,,,Annie Wendel,3/19/2025 17:47,v1.0,Juan Pablo Olivera,Sprint 148: 4/17-4/30/25,v1.0,Manual
Story,TECH-288,328193,Issue: TLS/SSL Server Supports 3DES Cipher Suite; TCP/ 443 - Rater/Admin - Pg 17 PROD,,Trivial,Done,Sprint 147: 4/3-4/16/25,,,,Issue,TLS,443,,,Annie Wendel,3/19/2025 17:47,v1.0,Juan Pablo Olivera,Sprint 148: 4/17-4/30/25,v1.0,Manual
Story,TECH-289,328192,Issue: Potential jQuery Multiple Vulnerabilities; TCP/ 443 - AAPPL TDS - Pg 16 PROD,,Trivial,Done,Sprint 147: 4/3-4/16/25,,,,Issue,Potential jQuery Multiple Vulnerabilities; TCP,443,,,Annie Wendel,3/19/2025 17:47,v1.0,Jongman Paek,Sprint 148: 4/17-4/30/25,v1.0,Manual
Story,TECH-290,328191,Issue: TLS Server Supports TLS version 1.0; TCP/ 443 - Rater/Admin - Pg 15 PROD,,Trivial,Done,Sprint 147: 4/3-4/16/25,,,,Issue,443,Rater,,,Annie Wendel,3/19/2025 17:47,version 1.0,Juan Pablo Olivera,Sprint 148: 4/17-4/30/25,version 1.0,Manual
Story,TECH-291,328190,Issue: HTTP Basic Authentication Enabled; TCP/ 80 MC OPIc login - Pg 14 PROD,,Trivial,Done,Sprint 147: 4/3-4/16/25,,,,Issue,HTTP Basic Authentication Enabled; TCP,80 MC OPIc login,,,Annie Wendel,3/19/2025 17:47,v1.0,Jongman Paek,Sprint 148: 4/17-4/30/25,v1.0,Manual
Story,TECH-292,328189,"Issue: Potential Apache HTTPD Multiple Vulnerabilities; TCP/ 80, 443 - Pg. 12 PROD",,Trivial,Done,Sprint 148: 4/17-4/30/25,,,,Issue,Potential Apache HTTPD Multiple Vulnerabilities; TCP,443,,,Annie Wendel,3/19/2025 17:47,v1.0,Juan Pablo Olivera,,v1.0,Manual
Story,TECH-293,328184,Cookie without “Secure” Flag - TDS all links PROD,,Trivial,Done,Sprint 149: 5/1-5/14/25,,,,Cookie without “Secure” Flag,TDS all links PROD,,,,Annie Wendel,3/19/2025 17:47,v1.0,Jongman Paek,,v1.0,Manual
Story,TECH-294,328183,Username Enumeration  - WPT Korea - Prod,,Trivial,Done,Sprint 149: 5/1-5/14/25,,,,Username Enumeration,WPT Korea,Prod,,,Annie Wendel,3/19/2025 17:47,v1.0,Jongman Paek,Sprint 150: 5/15-5/28/25,v1.0,Manual
Story,TECH-295,328181,Frameable Response Clickjacking - LPT/RPT/ALIRA - Prod,,Trivial,Done,Sprint 149: 5/1-5/14/25,,,,Frameable Response Clickjacking,LPT,RPT,,,Annie Wendel,3/19/2025 17:47,v1.0,Jongman Paek,Sprint 150: 5/15-5/28/25,v1.0,Manual
Story,TECH-309,327948,As an admin for an individual account (B2B that makes their candidates pay) I want to see when the candidate has scheduled the test on the scheduled test page of the client site.,,Trivial,Done,Sprint 146: 3/20-4/2/25,,,,B2B,,,,,Annie Wendel,3/19/2025 15:54,v1.0,Rohan Gandhi,Sprint 147: 4/3-4/16/25,v1.0,Manual
Epic,TECH-230,327900,INTK-573: OPS: Adding Test scheduled to client site for B2b goes B2C accounts,,Trivial,Done,,,,,INTK,573,OPS,,,Annie Wendel,3/19/2025 15:53,v1.0,Annie Wendel,,v1.0,Manual
Story,TECH-307,327409,Knowledge transfer,,Trivial,Done,Sprint 146: 3/20-4/2/25,,,,Knowledge transfer,,,,,Annie Wendel,3/19/2025 11:35,v1.0,Jongman Paek,Sprint 147: 4/3-4/16/25,v1.0,Manual
Task,TECH-317,327408,Rater site : Post Fix after Unit testing,,Trivial,Done,Sprint 148: 4/17-4/30/25,,,,Rater site,Post Fix after Unit testing,,,,Annie Wendel,3/19/2025 11:35,v1.0,Jongman Paek,Sprint 149: 5/1-5/14/25,v1.0,Manual
Task,TECH-316,327407,Rater site : Perform Unit testing After upgrade is completed,,Trivial,Done,Sprint 148: 4/17-4/30/25,,,,Rater site,,,,,Annie Wendel,3/19/2025 11:35,v1.0,Jongman Paek,Sprint 149: 5/1-5/14/25,v1.0,Manual
Story,TECH-306,327406,Rater site : Upgrade to version 19,,Trivial,Done,Sprint 148: 4/17-4/30/25,,,,Rater site,Upgrade to version 19,,,,Annie Wendel,3/19/2025 11:35,version 19,Jongman Paek,Sprint 149: 5/1-5/14/25,version 19,Manual
Story,TECH-305,327405,Rater site : Upgrade to version 18,,Trivial,Done,Sprint 148: 4/17-4/30/25,,,,Rater site,Upgrade to version 18,,,,Annie Wendel,3/19/2025 11:35,version 18,Jongman Paek,Sprint 149: 5/1-5/14/25,version 18,Manual
Story,TECH-304,327404,Rater site : Upgrade to version 17,,Trivial,Done,Sprint 148: 4/17-4/30/25,,,,Rater site,Upgrade to version 17,,,,Annie Wendel,3/19/2025 11:34,version 17,Jongman Paek,Sprint 149: 5/1-5/14/25,version 17,Manual
Story,TECH-303,327403,Rater site : Upgrade to version 16,,Trivial,Done,Sprint 148: 4/17-4/30/25,,,,Rater site,Upgrade to version 16,,,,Annie Wendel,3/19/2025 11:34,version 16,Jongman Paek,Sprint 149: 5/1-5/14/25,version 16,Manual
Story,TECH-302,327402,Rater site : Upgrade to version 15,,Trivial,Done,Sprint 148: 4/17-4/30/25,,,,Rater site,Upgrade to version 15,,,,Annie Wendel,3/19/2025 11:34,version 15,Jongman Paek,Sprint 149: 5/1-5/14/25,version 15,Manual
Task,TECH-315,327401,Admin site : Post Fix after Unit testing,,Trivial,Done,Sprint 148: 4/17-4/30/25,,,,Admin site,Post Fix after Unit testing,,,,Annie Wendel,3/19/2025 11:34,v1.0,Stephen Benavides,Sprint 149: 5/1-5/14/25,v1.0,Manual
Story,TECH-301,327400,Admin site : Perform Unit testing After upgrade is completed,,Trivial,Done,Sprint 148: 4/17-4/30/25,,,,Admin site,,,,,Annie Wendel,3/19/2025 11:34,v1.0,Jongman Paek,Sprint 149: 5/1-5/14/25,v1.0,Manual
Story,TECH-300,327399,Admin site : Upgrade to version 19,,Trivial,Done,Sprint 148: 4/17-4/30/25,,,,Admin site,Upgrade to version 19,,,,Annie Wendel,3/19/2025 11:34,version 19,Jongman Paek,Sprint 149: 5/1-5/14/25,version 19,Manual
Story,TECH-299,327398,Admin site : Upgrade to version 18,,Trivial,Done,Sprint 148: 4/17-4/30/25,,,,Admin site,Upgrade to version 18,,,,Annie Wendel,3/19/2025 11:34,version 18,Jongman Paek,Sprint 149: 5/1-5/14/25,version 18,Manual
Story,TECH-298,327397,Admin site : Upgrade to version 17,,Trivial,Done,Sprint 148: 4/17-4/30/25,,,,Admin site,Upgrade to version 17,,,,Annie Wendel,3/19/2025 11:34,version 17,Jongman Paek,Sprint 149: 5/1-5/14/25,version 17,Manual
Task,TECH-314,327396,Admin site : Upgrade to version 16,,Trivial,Done,Sprint 147: 4/3-4/16/25,,,,Admin site,Upgrade to version 16,,,,Annie Wendel,3/19/2025 11:34,version 16,Stephen Benavides,Sprint 148: 4/17-4/30/25,version 16,Manual
Task,TECH-313,327395,Perform Unit testing after version 15 upgrade,,Trivial,Done,Sprint 147: 4/3-4/16/25,,,,Perform Unit,,,,,Annie Wendel,3/19/2025 11:32,version 15,Stephen Benavides,Sprint 148: 4/17-4/30/25,version 15,Manual
Task,TECH-312,327394,Admin site : Upgrade to version 15,,Trivial,Done,Sprint 147: 4/3-4/16/25,,,,Admin site,Upgrade to version 15,,,,Annie Wendel,3/19/2025 11:32,version 15,Stephen Benavides,Sprint 148: 4/17-4/30/25,version 15,Manual
Story,TECH-297,327393,Learning curve,,Trivial,Done,Sprint 146: 3/20-4/2/25,,,,Learning curve,,,,,Annie Wendel,3/19/2025 11:32,v1.0,Stephen Benavides,Sprint 147: 4/3-4/16/25,v1.0,Manual
Story,TECH-296,327392,Configure a development envrionment,,Trivial,Done,Sprint 146: 3/20-4/2/25,,,,Configure a development envrionment,,,,,Annie Wendel,3/19/2025 11:32,version 14.2.10,Stephen Benavides,,version 14.2.10,Manual
Story,TECH-942,323351,Investigate PayPal B2C Discrepancy,,Trivial,Done,Sprint 146: 3/20-4/2/25,,,,Investigate PayPal B2C Discrepancy,,,,,Annie Wendel,3/17/2025 18:25,v1.0,Vijay Damania,,v1.0,Manual
Epic,TECH-227,322841,INTK-625: TECH: 2025 Angular/.NET Upgrades CAPEX2025_TECH_01-1,,Trivial,Done,,,,,INTK,625,TECH,,,Annie Wendel,3/17/2025 15:32,version to,Annie Wendel,,version to,Manual
Story,TECH-268,316725,Issue: Server Supports Weak SSH Algorithms; TCP/ 22 - Pg 45 UAT,,Trivial,Done,,,,,Issue,Server Supports Weak SSH Algorithms; TCP,Pg 45 UAT,,,Annie Wendel,3/14/2025 12:18,v1.0,Adam Ganser,,v1.0,Manual
Story,TECH-276,316724,Issue: Potential OpenSSH Vulnerabilities; TCP/ 22 - Pg 43 UAT,,Trivial,Done,,,,,Issue,Potential OpenSSH Vulnerabilities; TCP,Pg 43 UAT,,,Annie Wendel,3/14/2025 12:18,v1.0,Adam Ganser,,v1.0,Manual
Story,TECH-267,316723,"Frameable Response Clickjacking; TCP/ 80, 443 Severity: Informational - UAT TDS - Pg 32",,Trivial,Done,Sprint 149: 5/1-5/14/25,,,,Frameable Response Clickjacking; TCP,443 Severity,Informational,,,Annie Wendel,3/14/2025 12:17,v1.0,Jongman Paek,Sprint 150: 5/15-5/28/25,v1.0,Manual
Story,TECH-275,316722,SSL/TLS Protocols all Noted as Strong; TCP/ 443 Severity: Informational - UAT TMS - Pg 31,,Trivial,Done,Sprint 149: 5/1-5/14/25,,,,SSL,443 Severity,Informational,,,Annie Wendel,3/14/2025 12:16,v1.0,Vijay Damania,,v1.0,Manual
Story,TECH-266,316721,SSL/TLS Protocols all Noted as Strong; TCP/ 443 Severity: Informational - UAT TDS - Pg 31,,Trivial,Done,Sprint 148: 4/17-4/30/25,,,,SSL,443 Severity,Informational,,,Annie Wendel,3/14/2025 12:16,v1.0,Juan Pablo Olivera,,v1.0,Manual
Story,TECH-274,316720,"Missing Secure Flag from Cookie; TCP/ 80, 443 Severity: Informational - UAT TMS - Pg 30",,Trivial,Done,Sprint 149: 5/1-5/14/25,,,,Missing Secure Flag from Cookie; TCP,443 Severity,Informational,,,Annie Wendel,3/14/2025 12:16,v1.0,Vijay Damania,,v1.0,Manual
Story,TECH-265,316719,"Missing Secure Flag from Cookie; TCP/ 80, 443 Severity: Informational - MC TDS - Pg 30 UAT",,Trivial,Done,Sprint 149: 5/1-5/14/25,,,,Missing Secure Flag from Cookie; TCP,443 Severity,Informational,,,Annie Wendel,3/14/2025 12:15,v1.0,Jongman Paek,,v1.0,Manual
Story,TECH-273,316718,"Missing HttpOnly Flag from Cookie; TCP/ 80, 443 UAT TMS - Pg 28",,Trivial,Done,Sprint 149: 5/1-5/14/25,,,,Missing HttpOnly Flag from Cookie; TCP,443 UAT TMS,Pg 28,,,Annie Wendel,3/14/2025 12:14,v1.0,Vijay Damania,,v1.0,Manual
Story,TECH-264,316717,"Missing HttpOnly Flag from Cookie; TCP/ 80, 443 MC TDS - Pg 28 UAT",,Trivial,Done,Sprint 149: 5/1-5/14/25,,,,Missing HttpOnly Flag from Cookie; TCP,443 MC TDS,Pg 28 UAT,,,Annie Wendel,3/14/2025 12:14,v1.0,Jongman Paek,,v1.0,Manual
Story,TECH-272,316714,Issue: TLS/SSL Server Supports The Use of Static Key Ciphers; TCP/ 443 - UAT TDS+Rater/Admin - Pg 23,,Trivial,Done,Sprint 148: 4/17-4/30/25,,,,Issue,TLS,443,,,Annie Wendel,3/14/2025 12:12,v1.0,Juan Pablo Olivera,,v1.0,Manual
Story,TECH-263,316713,Issue: TLS Server Supports TLS version 1.1; TCP/ 443 - UAT Rater/Admin - Pg 22,,Trivial,Done,Sprint 148: 4/17-4/30/25,,,,Issue,443,UAT Rater,,,Annie Wendel,3/14/2025 12:11,version 1.1,Juan Pablo Olivera,,version 1.1,Manual
Story,TECH-271,316712,"Issue: Web Server Default Pages; TCP/ 80, 443 - Pg 20 UAT",,Trivial,Done,Sprint 148: 4/17-4/30/25,,,,Issue,Web Server Default Pages; TCP,443,,,Annie Wendel,3/14/2025 12:10,v1.0,Juan Pablo Olivera,,v1.0,Manual
Story,TECH-262,316711,Issue: TLS/SSL Weak Message Authentication Code Cipher Suites: TCP/ 443 - UAT Rater/Admin - Pg 19,,Trivial,Done,Sprint 148: 4/17-4/30/25,,,,Issue,TLS,TCP,,,Annie Wendel,3/14/2025 12:09,v1.0,Juan Pablo Olivera,,v1.0,Manual
Story,TECH-270,316710,Issue: TLS/SSL Server Supports 3DES Cipher Suite; TCP/ 443 - UAT Rater/Admin - Pg 17,,Trivial,Done,Sprint 148: 4/17-4/30/25,,,,Issue,TLS,443,,,Annie Wendel,3/14/2025 12:08,v1.0,Juan Pablo Olivera,,v1.0,Manual
Story,TECH-261,316709,Issue: Potential jQuery Multiple Vulnerabilities; TCP/ 443 - UAT AAPPL TDS - Pg 16 UAT,,Trivial,Done,Sprint 149: 5/1-5/14/25,,,,Issue,Potential jQuery Multiple Vulnerabilities; TCP,443,,,Annie Wendel,3/14/2025 12:08,v1.0,Jongman Paek,,v1.0,Manual
Story,TECH-269,316708,Issue: TLS Server Supports TLS version 1.0; TCP/ 443 - UAT Rater/Admin - Pg 15 UAT,,Trivial,Done,Sprint 148: 4/17-4/30/25,,,,Issue,443,UAT Rater,,,Annie Wendel,3/14/2025 12:07,version 1.0,Juan Pablo Olivera,,version 1.0,Manual
Story,TECH-260,316707,Issue: HTTP Basic Authentication Enabled; TCP/ 80 MC OPIc login - Pg 14 UAT,,Trivial,Done,Sprint 149: 5/1-5/14/25,,,,Issue,HTTP Basic Authentication Enabled; TCP,80 MC OPIc login,,,Annie Wendel,3/14/2025 12:07,v1.0,Jongman Paek,,v1.0,Manual
Story,TECH-257,316706,"Issue: Potential Apache HTTPD Multiple Vulnerabilities; TCP/ 80, 443 - Pg. 12 UAT",,Trivial,Done,Sprint 148: 4/17-4/30/25,,,,Issue,Potential Apache HTTPD Multiple Vulnerabilities; TCP,443,,,Annie Wendel,3/14/2025 12:06,v1.0,Juan Pablo Olivera,,v1.0,Manual
Story,TECH-259,316697,Cookie without “Secure” Flag - TDS all links UAT,,Trivial,Done,Sprint 149: 5/1-5/14/25,,,,Cookie without “Secure” Flag,TDS all links UAT,,,,Annie Wendel,3/14/2025 10:05,versions,Jongman Paek,,versions,Manual
Story,TECH-256,316696,Username Enumeration  - WPT Korea,,Trivial,Done,Sprint 148: 4/17-4/30/25,,,,Username Enumeration,WPT Korea,,,,Annie Wendel,3/14/2025 10:02,v1.0,Jongman Paek,Sprint 149: 5/1-5/14/25,v1.0,Manual
Story,TECH-258,316693,Frameable Response Clickjacking - LPT/RPT/ALIRA UAT,,Trivial,Done,Sprint 149: 5/1-5/14/25,,,,Frameable Response Clickjacking,LPT,RPT,,,Annie Wendel,3/14/2025 9:52,v1.0,Jongman Paek,Sprint 150: 5/15-5/28/25,v1.0,Manual
Epic,TECH-226,316692,2025 Pen Testing Remediation,,Trivial,In Development,,,,,2025 Pen Testing Remediation,,,,,Annie Wendel,3/14/2025 9:51,v1.0,Annie Wendel,,v1.0,Manual
Story,TECH-1145,316535,Ensure all tests rating as having Alarming Comments are routed to the Urgent Review queue,,Trivial,Done,Sprint 145: 3/6-3/19/25,,,,Ensure,Alarming Comments,Urgent Review,,,Annie Wendel,3/12/2025 15:54,v1.0,Yun Ju Lee,Sprint 146: 3/20-4/2/25,v1.0,Manual
Story,TECH-431,316517,"As a Rater, I want the Listen To Test screen to be changed to Review an ILS or ASL II so that it is inclusive.",,Trivial,Done,Sprint 145: 3/6-3/19/25,,,,As a Rater,,,,,Annie Wendel,3/12/2025 12:13,v1.0,Jongman Paek,,v1.0,Manual
Story,TECH-376,316516,"As a Rater, I want the Review an ILS or ASL II screen to be updated so that it is inclusive of watching ASL responses. Details in this story.",,Trivial,Done,Sprint 145: 3/6-3/19/25,,,,As a Rater,,,,,Annie Wendel,3/12/2025 12:06,v1.0,Jongman Paek,,v1.0,Manual
Epic,TECH-1144,316515,INTK-630: APM: Ensure all tests rating as having Alarming Comments are routed to the Urgent Review queue,,Trivial,Done,Sprint 145: 3/6-3/19/25,,,,INTK,630,APM,,,Annie Wendel,3/12/2025 9:09,v1.0,,Sprint 146: 3/20-4/2/25,v1.0,Manual
Bug,TECH-330,315846,AAPPL ASL - Client Site - On AAPPL Test Responses II component appears as ILS,,Trivial,Done,Sprint 151: 5/29-6/11/25,,Functional,,AAPPL ASL,Client Site,,,,Valentina Lorusso,3/11/2025 13:04,v1.0,Vijay Damania,,v1.0,Manual
Unplanned Task,TECH-1080,315796,CLONE - Found a Bug in the process of Bulk Test Upload option on the Client Site,,Trivial,Done,Sprint 145: 3/6-3/19/25,,,,CLONE,,,,,Muhammad Wajid,3/11/2025 12:50,v1.0,Vijay Damania,Sprint 146: 3/20-4/2/25,v1.0,Manual
Story,TECH-373,314327,"As a rater, I want to see links to the ASL video prompts in the Rater Site as shown in the details within so that I can reference the prompts while rating each test.",,Trivial,Done,Sprint 145: 3/6-3/19/25,,,,As a rater,,,,,Annie Wendel,3/10/2025 15:04,v1.0,Jongman Paek,,v1.0,Manual
Unplanned Task,TECH-995,314113,CLONE - B2C OPI request for appt ID 9125638 received in TMS and scheduled without payment??,,Trivial,Done,Sprint 145: 3/6-3/19/25,,,,CLONE,,,,,Diane Archer,3/10/2025 13:09,v1.0,Rohan Gandhi,,v1.0,Manual
Unplanned Task,TECH-1099,306436,"CLONE - Need export of all UI text from AAPPL Form E (buttons, errors, etc.)",,Trivial,Done,Sprint 145: 3/6-3/19/25,,,,CLONE,errors,etc.),,,Annie Wendel,3/7/2025 18:54,v1.0,Jongman Paek,,v1.0,Manual
Unplanned Task,TECH-1098,306429,CLONE - MTA results file issue,,Trivial,Done,Sprint 145: 3/6-3/19/25,,,,CLONE,MTA results file issue,,,,Kim Sallee,3/7/2025 11:55,v1.0,Vijay Damania,,v1.0,Manual
Story,TECH-536,306193,WPT - Build a feature to prevent a rating submission if a test is uncaptured.,,Trivial,Done,Sprint 145: 3/6-3/19/25,,,,WPT,,,,,Yun Ju Lee,3/6/2025 5:57,v1.0,Yun Ju Lee,Sprint 146: 3/20-4/2/25,v1.0,Manual
Story,TECH-535,306192,OPIc - Build a feature to prevent a rating submission if a test is uncaptured.,,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,OPIc,,,,,Yun Ju Lee,3/6/2025 5:57,v1.0,Yun Ju Lee,Sprint 145: 3/6-3/19/25,v1.0,Manual
Unplanned Task,TECH-1097,305967,CLONE - LTI's time zone schedule for remote proctoring off for Australia,,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,CLONE,,,,,Mark Dulsky,3/5/2025 19:42,v1.0,Rohan Gandhi,Sprint 145: 3/6-3/19/25,v1.0,Manual
Unplanned Task,TECH-1113,305706,CLONE - Update TMS bulk order B2B test confirmation template,,Trivial,To Do,,,,,CLONE,,,,,Mark Dulsky,3/5/2025 13:45,v56,Rohan Gandhi,,v56,Manual
Bug,TECH-333,304055,AAPPL ASL - Client Site - Rating Review - Check the correct wording on the confirmation screen,,Trivial,Done,Sprint 144: 2/20-3/5/25,,Functional,,AAPPL ASL,Client Site,Rating Review,,,Valentina Lorusso,3/3/2025 14:03,v1.0,Vijay Damania,Sprint 145: 3/6-3/19/25,v1.0,Manual
Bug,TECH-332,303910,AAPPL ASL - Client Site - Rating Review - By choosing the RR reason a box appears on the screen that is not clickable,,Trivial,Done,Sprint 144: 2/20-3/5/25,,Functional,,AAPPL ASL,Client Site,Rating Review,,,Valentina Lorusso,3/3/2025 13:36,v1.0,Vijay Damania,,v1.0,Manual
Story,TECH-755,297557,Monthly BURP Reporting,,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,Monthly BURP Reporting,,,,,Automation for Jira,3/1/2025 11:00,v1.0,Muhammad Wajid,Sprint 145: 3/6-3/19/25,v1.0,Manual
Unplanned Task,TECH-1096,296135,CLONE - My account module - billing information,,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,CLONE,My account module,billing information,,,Mark Dulsky,2/28/2025 17:39,v1.0,Stephen Benavides,Sprint 145: 3/6-3/19/25,v1.0,Manual
Bug,TECH-656,296121,Page 2 should scroll to the top upon loading,,Trivial,Done,Sprint 144: 2/20-3/5/25,,Functional,,Page,,,,,Alan Stoddard,2/28/2025 15:26,v1.0,Alan Stoddard,,v1.0,Manual
Bug,TECH-331,296034,AAPPL ASL - Client Site - The system allows to request ASL tests for all grades/grade levels and forms,,Trivial,Done,Sprint 144: 2/20-3/5/25,System,Functional,,AAPPL ASL,Client Site,grade levels and forms,,,Valentina Lorusso,2/28/2025 13:24,v1.0,Annie Wendel,Sprint 145: 3/6-3/19/25,v1.0,Manual
Task,TECH-864,296001,Assign rating to AAPPL ASL tests,,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,Assign rating to AAPPL ASL tests,,,,,Valentina Lorusso,2/28/2025 11:34,v1.0,Rohan Gandhi,,v1.0,Manual
Unplanned Task,TECH-1095,295969,CLONE - Admin is getting an error message when attempting to change a student's name on the Tests Scheduled page at Client Site,,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,CLONE,,,,,Diane Archer,2/27/2025 16:50,v1.0,Stephen Benavides,Sprint 145: 3/6-3/19/25,v1.0,Manual
Bug,TECH-655,295968,Example text in rationale even though example was skipped,,Trivial,Done,Sprint 144: 2/20-3/5/25,,Functional,,Example,,,,,Alan Stoddard,2/27/2025 14:30,v1.0,Alan Stoddard,,v1.0,Manual
Task,TECH-863,295966,Tell rater how many statements are required for each category,,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,Tell,,,,,Alan Stoddard,2/27/2025 14:24,v1.0,Alan Stoddard,,v1.0,Manual
Task,TECH-862,295964,"Change ""Narrative"" to “Rating Justification”, or “Rationale”, or Rating Rationale”?",,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,"Change ""Narrative"" to “Rating Justification”",or “Rationale”,or Rating Rationale”?,,,Alan Stoddard,2/27/2025 14:22,v1.0,Alan Stoddard,,v1.0,Manual
Bug,TECH-654,295961,Capitalization errors in L5 content,,Trivial,Done,Sprint 144: 2/20-3/5/25,,Functional,,Capitalization errors in L5 content,,,,,Alan Stoddard,2/27/2025 14:08,v1.0,Alan Stoddard,,v1.0,Manual
Task,TECH-861,295960,Skip page 2 validate when Alert ACTFL or Alert LTI has been checked,,Trivial,Done,,,,,Skip,Alert ACTFL,Alert LTI,,,Alan Stoddard,2/27/2025 14:06,v1.0,Alan Stoddard,,v1.0,Manual
Task,TECH-860,295958,Update heading text on page 2 of the form,,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,Update,,,,,Alan Stoddard,2/27/2025 13:50,v1.0,Alan Stoddard,,v1.0,Manual
Story,TECH-454,295916,"As the Client Site, I want to use a signed URL when ILS audio files are played back so that the file is accessed securely.",,Trivial,Done,Sprint 145: 3/6-3/19/25,,,,As the Client Site,,,,,Annie Wendel,2/27/2025 10:11,v1.0,Vijay Damania,Sprint 146: 3/20-4/2/25,v1.0,Manual
Story,TECH-453,295915,"As an AAPPL rater, I would like to play an AAPPL audio file from the S3 bucket using a signed URL, so that I can securely access the audio file.",,Trivial,Done,Sprint 145: 3/6-3/19/25,,,,As an AAPPL rater,,,,,Annie Wendel,2/27/2025 10:11,v1.0,Jongman Paek,Sprint 146: 3/20-4/2/25,v1.0,Manual
Story,TECH-452,295914,"As an OPIc rater, I would like to play a Telephone OPIc audio file from the S3 bucket using a signed URL, so that I can securely access the audio file.",,Trivial,Done,Sprint 145: 3/6-3/19/25,,,,As an OPIc rater,,,,,Annie Wendel,2/27/2025 10:10,v1.0,Jongman Paek,Sprint 146: 3/20-4/2/25,v1.0,Manual
Story,TECH-451,295913,"As an OPIc rater, I would like to play an MC OPIc audio file from the S3 bucket using a signed URL, so that I can securely access the audio file.",,Trivial,Done,Sprint 145: 3/6-3/19/25,,,,As an OPIc rater,,,,,Annie Wendel,2/27/2025 10:10,v1.0,Jongman Paek,,v1.0,Manual
Story,TECH-450,295912,"As an OPIc rater, I would like to play a US OPIc audio file from the S3 bucket using a signed URL, so that I can securely access the audio file.",,Trivial,Done,Sprint 145: 3/6-3/19/25,,,,As an OPIc rater,,,,,Annie Wendel,2/27/2025 10:10,v1.0,Jongman Paek,,v1.0,Manual
Story,TECH-449,295911,"As an AAPPL admin, I would like to play an AAPPL audio file from the S3 bucket using a signed URL, so that I can securely access the audio file.",,Trivial,Done,Sprint 145: 3/6-3/19/25,,,,As an AAPPL admin,,,,,Annie Wendel,2/27/2025 10:10,v1.0,Jongman Paek,,v1.0,Manual
Story,TECH-448,295910,"As an OPIc admin, I would like to play a Telephone OPIc audio file from the S3 bucket using a signed URL, so that I can securely access the audio file.",,Trivial,Done,Sprint 145: 3/6-3/19/25,,,,As an OPIc admin,,,,,Annie Wendel,2/27/2025 10:09,v1.0,Jongman Paek,,v1.0,Manual
